dx_bin,dy_bin,cnt,bin_p,pass_p,t
"(-10, 0]","(30, 40]",0.0,0.0,0.0,57
"(0, 10]","(-40, -30]",0.0,0.0,0.0,57
"(0, 10]","(-30, -20]",0.0,0.0,0.0,57
"(0, 10]","(-20, -10]",7.0,0.028,0.00028000000000000003,57
"(0, 10]","(-10, 0]",21.0,0.084,0.00084,57
"(0, 10]","(0, 10]",13.0,0.052,0.00052,57
"(0, 10]","(10, 20]",3.0,0.012,0.00012,57
"(0, 10]","(20, 30]",2.0,0.008,8e-05,57
"(0, 10]","(30, 40]",0.0,0.0,0.0,57
"(10, 20]","(-40, -30]",2.0,0.008,8e-05,57
"(10, 20]","(-30, -20]",2.0,0.008,8e-05,57
"(10, 20]","(-20, -10]",24.0,0.096,0.00096,57
"(10, 20]","(-10, 0]",38.0,0.152,0.0015199999999999999,57
"(10, 20]","(0, 10]",17.0,0.068,0.00068,57
"(10, 20]","(10, 20]",17.0,0.068,0.00068,57
"(10, 20]","(20, 30]",3.0,0.012,0.00012,57
"(10, 20]","(30, 40]",0.0,0.0,0.0,57
"(20, 30]","(-40, -30]",1.0,0.004,4e-05,57
"(20, 30]","(-30, -20]",5.0,0.02,0.0002,57
"(20, 30]","(-20, -10]",19.0,0.076,0.0007599999999999999,57
"(20, 30]","(-10, 0]",16.0,0.064,0.00064,57
"(20, 30]","(0, 10]",11.0,0.044,0.00043999999999999996,57
"(20, 30]","(10, 20]",7.0,0.028,0.00028000000000000003,57
"(20, 30]","(20, 30]",2.0,0.008,8e-05,57
"(20, 30]","(30, 40]",0.0,0.0,0.0,57
"(30, 40]","(-40, -30]",1.0,0.004,4e-05,57
"(30, 40]","(-30, -20]",3.0,0.012,0.00012,57
"(30, 40]","(-20, -10]",10.0,0.04,0.0004,57
"(30, 40]","(-10, 0]",3.0,0.012,0.00012,57
"(30, 40]","(0, 10]",3.0,0.012,0.00012,57
"(30, 40]","(10, 20]",4.0,0.016,0.00016,57
"(30, 40]","(20, 30]",2.0,0.008,8e-05,57
"(30, 40]","(30, 40]",0.0,0.0,0.0,57
"(40, 50]","(-40, -30]",0.0,0.0,0.0,57
"(40, 50]","(-30, -20]",1.0,0.004,4e-05,57
"(40, 50]","(-20, -10]",1.0,0.004,4e-05,57
"(40, 50]","(-10, 0]",0.0,0.0,0.0,57
"(40, 50]","(0, 10]",1.0,0.004,4e-05,57
"(40, 50]","(10, 20]",0.0,0.0,0.0,57
"(40, 50]","(20, 30]",2.0,0.008,8e-05,57
"(40, 50]","(30, 40]",1.0,0.004,4e-05,57
"(50, 60]","(-40, -30]",0.0,0.0,0.0,57
"(50, 60]","(-30, -20]",0.0,0.0,0.0,57
"(50, 60]","(-20, -10]",3.0,0.012,0.00012,57
"(50, 60]","(-10, 0]",0.0,0.0,0.0,57
"(50, 60]","(0, 10]",0.0,0.0,0.0,57
"(50, 60]","(10, 20]",1.0,0.004,4e-05,57
"(50, 60]","(20, 30]",1.0,0.004,4e-05,57
"(50, 60]","(30, 40]",0.0,0.0,0.0,57
"(60, 70]","(-40, -30]",0.0,0.0,0.0,57
"(60, 70]","(-30, -20]",0.0,0.0,0.0,57
"(60, 70]","(-20, -10]",1.0,0.004,4e-05,57
"(60, 70]","(-10, 0]",1.0,0.004,4e-05,57
"(60, 70]","(0, 10]",0.0,0.0,0.0,57
"(60, 70]","(10, 20]",1.0,0.004,4e-05,57
"(60, 70]","(20, 30]",0.0,0.0,0.0,57
"(60, 70]","(30, 40]",0.0,0.0,0.0,57
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,58
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,58
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,58
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,58
"(-10, 0]","(0, 10]",0.0,0.0,0.0,58
"(-10, 0]","(10, 20]",0.0,0.0,0.0,58
"(-10, 0]","(20, 30]",0.0,0.0,0.0,58
"(-10, 0]","(30, 40]",0.0,0.0,0.0,58
"(0, 10]","(-40, -30]",0.0,0.0,0.0,58
"(0, 10]","(-30, -20]",0.0,0.0,0.0,58
"(0, 10]","(-20, -10]",6.0,0.02608695652173913,0.0002608695652173913,58
"(0, 10]","(-10, 0]",20.0,0.08695652173913043,0.0008695652173913043,58
"(0, 10]","(0, 10]",16.0,0.06956521739130435,0.0006956521739130435,58
"(0, 10]","(10, 20]",3.0,0.013043478260869565,0.00013043478260869564,58
"(0, 10]","(20, 30]",2.0,0.008695652173913044,8.695652173913044e-05,58
"(0, 10]","(30, 40]",0.0,0.0,0.0,58
"(10, 20]","(-40, -30]",2.0,0.008695652173913044,8.695652173913044e-05,58
"(10, 20]","(-30, -20]",2.0,0.008695652173913044,8.695652173913044e-05,58
"(10, 20]","(-20, -10]",18.0,0.0782608695652174,0.000782608695652174,58
"(10, 20]","(-10, 0]",37.0,0.1608695652173913,0.001608695652173913,58
"(10, 20]","(0, 10]",14.0,0.06086956521739131,0.0006086956521739131,58
"(10, 20]","(10, 20]",16.0,0.06956521739130435,0.0006956521739130435,58
"(10, 20]","(20, 30]",3.0,0.013043478260869565,0.00013043478260869564,58
"(10, 20]","(30, 40]",0.0,0.0,0.0,58
"(20, 30]","(-40, -30]",1.0,0.004347826086956522,4.347826086956522e-05,58
"(20, 30]","(-30, -20]",3.0,0.013043478260869565,0.00013043478260869564,58
"(20, 30]","(-20, -10]",18.0,0.0782608695652174,0.000782608695652174,58
"(20, 30]","(-10, 0]",11.0,0.04782608695652174,0.0004782608695652174,58
"(20, 30]","(0, 10]",9.0,0.0391304347826087,0.000391304347826087,58
"(20, 30]","(10, 20]",4.0,0.017391304347826087,0.00017391304347826088,58
"(20, 30]","(20, 30]",1.0,0.004347826086956522,4.347826086956522e-05,58
"(20, 30]","(30, 40]",0.0,0.0,0.0,58
"(30, 40]","(-40, -30]",0.0,0.0,0.0,58
"(30, 40]","(-30, -20]",4.0,0.017391304347826087,0.00017391304347826088,58
"(30, 40]","(-20, -10]",9.0,0.0391304347826087,0.000391304347826087,58
"(30, 40]","(-10, 0]",6.0,0.02608695652173913,0.0002608695652173913,58
"(30, 40]","(0, 10]",4.0,0.017391304347826087,0.00017391304347826088,58
"(30, 40]","(10, 20]",4.0,0.017391304347826087,0.00017391304347826088,58
"(30, 40]","(20, 30]",2.0,0.008695652173913044,8.695652173913044e-05,58
"(30, 40]","(30, 40]",0.0,0.0,0.0,58
"(40, 50]","(-40, -30]",0.0,0.0,0.0,58
"(40, 50]","(-30, -20]",0.0,0.0,0.0,58
"(40, 50]","(-20, -10]",1.0,0.004347826086956522,4.347826086956522e-05,58
"(40, 50]","(-10, 0]",1.0,0.004347826086956522,4.347826086956522e-05,58
"(40, 50]","(0, 10]",2.0,0.008695652173913044,8.695652173913044e-05,58
"(40, 50]","(10, 20]",1.0,0.004347826086956522,4.347826086956522e-05,58
"(40, 50]","(20, 30]",3.0,0.013043478260869565,0.00013043478260869564,58
"(40, 50]","(30, 40]",1.0,0.004347826086956522,4.347826086956522e-05,58
"(50, 60]","(-40, -30]",0.0,0.0,0.0,58
"(50, 60]","(-30, -20]",0.0,0.0,0.0,58
"(50, 60]","(-20, -10]",3.0,0.013043478260869565,0.00013043478260869564,58
"(50, 60]","(-10, 0]",0.0,0.0,0.0,58
"(50, 60]","(0, 10]",0.0,0.0,0.0,58
"(50, 60]","(10, 20]",0.0,0.0,0.0,58
"(50, 60]","(20, 30]",1.0,0.004347826086956522,4.347826086956522e-05,58
"(50, 60]","(30, 40]",0.0,0.0,0.0,58
"(60, 70]","(-40, -30]",0.0,0.0,0.0,58
"(60, 70]","(-30, -20]",0.0,0.0,0.0,58
"(60, 70]","(-20, -10]",0.0,0.0,0.0,58
"(60, 70]","(-10, 0]",1.0,0.004347826086956522,4.347826086956522e-05,58
"(60, 70]","(0, 10]",0.0,0.0,0.0,58
"(60, 70]","(10, 20]",1.0,0.004347826086956522,4.347826086956522e-05,58
"(60, 70]","(20, 30]",0.0,0.0,0.0,58
"(60, 70]","(30, 40]",0.0,0.0,0.0,58
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,59
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,59
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,59
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,59
"(-10, 0]","(0, 10]",0.0,0.0,0.0,59
"(-10, 0]","(10, 20]",0.0,0.0,0.0,59
"(-10, 0]","(20, 30]",0.0,0.0,0.0,59
"(-10, 0]","(30, 40]",0.0,0.0,0.0,59
"(0, 10]","(-40, -30]",0.0,0.0,0.0,59
"(0, 10]","(-30, -20]",0.0,0.0,0.0,59
"(0, 10]","(-20, -10]",6.0,0.027906976744186046,0.00027906976744186045,59
"(0, 10]","(-10, 0]",19.0,0.08837209302325581,0.0008837209302325581,59
"(0, 10]","(0, 10]",15.0,0.06976744186046512,0.0006976744186046512,59
"(0, 10]","(10, 20]",3.0,0.013953488372093023,0.00013953488372093022,59
"(0, 10]","(20, 30]",2.0,0.009302325581395349,9.302325581395348e-05,59
"(0, 10]","(30, 40]",0.0,0.0,0.0,59
"(10, 20]","(-40, -30]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(10, 20]","(-30, -20]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(10, 20]","(-20, -10]",16.0,0.07441860465116279,0.0007441860465116279,59
"(10, 20]","(-10, 0]",34.0,0.15813953488372093,0.0015813953488372093,59
"(10, 20]","(0, 10]",15.0,0.06976744186046512,0.0006976744186046512,59
"(10, 20]","(10, 20]",14.0,0.06511627906976744,0.0006511627906976744,59
"(10, 20]","(20, 30]",3.0,0.013953488372093023,0.00013953488372093022,59
"(10, 20]","(30, 40]",0.0,0.0,0.0,59
"(20, 30]","(-40, -30]",0.0,0.0,0.0,59
"(20, 30]","(-30, -20]",3.0,0.013953488372093023,0.00013953488372093022,59
"(20, 30]","(-20, -10]",16.0,0.07441860465116279,0.0007441860465116279,59
"(20, 30]","(-10, 0]",12.0,0.05581395348837209,0.0005581395348837209,59
"(20, 30]","(0, 10]",8.0,0.037209302325581395,0.00037209302325581393,59
"(20, 30]","(10, 20]",3.0,0.013953488372093023,0.00013953488372093022,59
"(20, 30]","(20, 30]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(20, 30]","(30, 40]",0.0,0.0,0.0,59
"(30, 40]","(-40, -30]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(30, 40]","(-30, -20]",3.0,0.013953488372093023,0.00013953488372093022,59
"(30, 40]","(-20, -10]",8.0,0.037209302325581395,0.00037209302325581393,59
"(30, 40]","(-10, 0]",6.0,0.027906976744186046,0.00027906976744186045,59
"(30, 40]","(0, 10]",4.0,0.018604651162790697,0.00018604651162790697,59
"(30, 40]","(10, 20]",3.0,0.013953488372093023,0.00013953488372093022,59
"(30, 40]","(20, 30]",3.0,0.013953488372093023,0.00013953488372093022,59
"(30, 40]","(30, 40]",0.0,0.0,0.0,59
"(40, 50]","(-40, -30]",0.0,0.0,0.0,59
"(40, 50]","(-30, -20]",0.0,0.0,0.0,59
"(40, 50]","(-20, -10]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(40, 50]","(-10, 0]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(40, 50]","(0, 10]",2.0,0.009302325581395349,9.302325581395348e-05,59
"(40, 50]","(10, 20]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(40, 50]","(20, 30]",3.0,0.013953488372093023,0.00013953488372093022,59
"(40, 50]","(30, 40]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(50, 60]","(-40, -30]",0.0,0.0,0.0,59
"(50, 60]","(-30, -20]",0.0,0.0,0.0,59
"(50, 60]","(-20, -10]",3.0,0.013953488372093023,0.00013953488372093022,59
"(50, 60]","(-10, 0]",0.0,0.0,0.0,59
"(50, 60]","(0, 10]",0.0,0.0,0.0,59
"(50, 60]","(10, 20]",0.0,0.0,0.0,59
"(50, 60]","(20, 30]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(50, 60]","(30, 40]",0.0,0.0,0.0,59
"(60, 70]","(-40, -30]",0.0,0.0,0.0,59
"(60, 70]","(-30, -20]",0.0,0.0,0.0,59
"(60, 70]","(-20, -10]",0.0,0.0,0.0,59
"(60, 70]","(-10, 0]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(60, 70]","(0, 10]",0.0,0.0,0.0,59
"(60, 70]","(10, 20]",1.0,0.004651162790697674,4.651162790697674e-05,59
"(60, 70]","(20, 30]",0.0,0.0,0.0,59
"(60, 70]","(30, 40]",0.0,0.0,0.0,59
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,60
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,60
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,60
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,60
"(-10, 0]","(0, 10]",0.0,0.0,0.0,60
"(-10, 0]","(10, 20]",0.0,0.0,0.0,60
"(-10, 0]","(20, 30]",0.0,0.0,0.0,60
"(-10, 0]","(30, 40]",0.0,0.0,0.0,60
"(0, 10]","(-40, -30]",0.0,0.0,0.0,60
"(0, 10]","(-30, -20]",0.0,0.0,0.0,60
"(0, 10]","(-20, -10]",7.0,0.02880658436213992,0.0002880658436213992,60
"(0, 10]","(-10, 0]",20.0,0.0823045267489712,0.0008230452674897119,60
"(0, 10]","(0, 10]",16.0,0.06584362139917696,0.0006584362139917696,60
"(0, 10]","(10, 20]",4.0,0.01646090534979424,0.0001646090534979424,60
"(0, 10]","(20, 30]",2.0,0.00823045267489712,8.23045267489712e-05,60
"(0, 10]","(30, 40]",0.0,0.0,0.0,60
"(10, 20]","(-40, -30]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(10, 20]","(-30, -20]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(10, 20]","(-20, -10]",20.0,0.0823045267489712,0.0008230452674897119,60
"(10, 20]","(-10, 0]",38.0,0.15637860082304528,0.0015637860082304527,60
"(10, 20]","(0, 10]",16.0,0.06584362139917696,0.0006584362139917696,60
"(10, 20]","(10, 20]",15.0,0.06172839506172839,0.0006172839506172839,60
"(10, 20]","(20, 30]",3.0,0.012345679012345678,0.0001234567901234568,60
"(10, 20]","(30, 40]",0.0,0.0,0.0,60
"(20, 30]","(-40, -30]",0.0,0.0,0.0,60
"(20, 30]","(-30, -20]",4.0,0.01646090534979424,0.0001646090534979424,60
"(20, 30]","(-20, -10]",19.0,0.07818930041152264,0.0007818930041152264,60
"(20, 30]","(-10, 0]",16.0,0.06584362139917696,0.0006584362139917696,60
"(20, 30]","(0, 10]",8.0,0.03292181069958848,0.0003292181069958848,60
"(20, 30]","(10, 20]",4.0,0.01646090534979424,0.0001646090534979424,60
"(20, 30]","(20, 30]",2.0,0.00823045267489712,8.23045267489712e-05,60
"(20, 30]","(30, 40]",0.0,0.0,0.0,60
"(30, 40]","(-40, -30]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(30, 40]","(-30, -20]",3.0,0.012345679012345678,0.0001234567901234568,60
"(30, 40]","(-20, -10]",9.0,0.037037037037037035,0.00037037037037037035,60
"(30, 40]","(-10, 0]",6.0,0.024691358024691357,0.0002469135802469136,60
"(30, 40]","(0, 10]",4.0,0.01646090534979424,0.0001646090534979424,60
"(30, 40]","(10, 20]",4.0,0.01646090534979424,0.0001646090534979424,60
"(30, 40]","(20, 30]",4.0,0.01646090534979424,0.0001646090534979424,60
"(30, 40]","(30, 40]",0.0,0.0,0.0,60
"(40, 50]","(-40, -30]",0.0,0.0,0.0,60
"(40, 50]","(-30, -20]",0.0,0.0,0.0,60
"(40, 50]","(-20, -10]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(40, 50]","(-10, 0]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(40, 50]","(0, 10]",2.0,0.00823045267489712,8.23045267489712e-05,60
"(40, 50]","(10, 20]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(40, 50]","(20, 30]",4.0,0.01646090534979424,0.0001646090534979424,60
"(40, 50]","(30, 40]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(50, 60]","(-40, -30]",0.0,0.0,0.0,60
"(50, 60]","(-30, -20]",0.0,0.0,0.0,60
"(50, 60]","(-20, -10]",3.0,0.012345679012345678,0.0001234567901234568,60
"(50, 60]","(-10, 0]",0.0,0.0,0.0,60
"(50, 60]","(0, 10]",0.0,0.0,0.0,60
"(50, 60]","(10, 20]",0.0,0.0,0.0,60
"(50, 60]","(20, 30]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(50, 60]","(30, 40]",0.0,0.0,0.0,60
"(60, 70]","(-40, -30]",0.0,0.0,0.0,60
"(60, 70]","(-30, -20]",0.0,0.0,0.0,60
"(60, 70]","(-20, -10]",0.0,0.0,0.0,60
"(60, 70]","(-10, 0]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(60, 70]","(0, 10]",0.0,0.0,0.0,60
"(60, 70]","(10, 20]",1.0,0.00411522633744856,4.11522633744856e-05,60
"(60, 70]","(20, 30]",0.0,0.0,0.0,60
"(60, 70]","(30, 40]",0.0,0.0,0.0,60
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,61
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,61
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,61
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,61
"(-10, 0]","(0, 10]",0.0,0.0,0.0,61
"(-10, 0]","(10, 20]",0.0,0.0,0.0,61
"(-10, 0]","(20, 30]",0.0,0.0,0.0,61
"(-10, 0]","(30, 40]",0.0,0.0,0.0,61
"(0, 10]","(-40, -30]",0.0,0.0,0.0,61
"(0, 10]","(-30, -20]",0.0,0.0,0.0,61
"(0, 10]","(-20, -10]",6.0,0.029411764705882353,0.0002941176470588235,61
"(0, 10]","(-10, 0]",20.0,0.09803921568627451,0.000980392156862745,61
"(0, 10]","(0, 10]",14.0,0.06862745098039216,0.0006862745098039216,61
"(0, 10]","(10, 20]",5.0,0.024509803921568627,0.00024509803921568627,61
"(0, 10]","(20, 30]",1.0,0.004901960784313725,4.901960784313725e-05,61
"(0, 10]","(30, 40]",0.0,0.0,0.0,61
"(10, 20]","(-40, -30]",1.0,0.004901960784313725,4.901960784313725e-05,61
"(10, 20]","(-30, -20]",0.0,0.0,0.0,61
"(10, 20]","(-20, -10]",19.0,0.09313725490196079,0.0009313725490196079,61
"(10, 20]","(-10, 0]",27.0,0.1323529411764706,0.0013235294117647058,61
"(10, 20]","(0, 10]",14.0,0.06862745098039216,0.0006862745098039216,61
"(10, 20]","(10, 20]",13.0,0.06372549019607843,0.0006372549019607842,61
"(10, 20]","(20, 30]",1.0,0.004901960784313725,4.901960784313725e-05,61
"(10, 20]","(30, 40]",0.0,0.0,0.0,61
"(20, 30]","(-40, -30]",0.0,0.0,0.0,61
"(20, 30]","(-30, -20]",4.0,0.0196078431372549,0.000196078431372549,61
"(20, 30]","(-20, -10]",17.0,0.08333333333333333,0.0008333333333333333,61
"(20, 30]","(-10, 0]",14.0,0.06862745098039216,0.0006862745098039216,61
"(20, 30]","(0, 10]",7.0,0.03431372549019608,0.0003431372549019608,61
"(20, 30]","(10, 20]",3.0,0.014705882352941176,0.00014705882352941175,61
"(20, 30]","(20, 30]",3.0,0.014705882352941176,0.00014705882352941175,61
"(20, 30]","(30, 40]",0.0,0.0,0.0,61
"(30, 40]","(-40, -30]",1.0,0.004901960784313725,4.901960784313725e-05,61
"(30, 40]","(-30, -20]",1.0,0.004901960784313725,4.901960784313725e-05,61
"(30, 40]","(-20, -10]",7.0,0.03431372549019608,0.0003431372549019608,61
"(30, 40]","(-10, 0]",5.0,0.024509803921568627,0.00024509803921568627,61
"(30, 40]","(0, 10]",3.0,0.014705882352941176,0.00014705882352941175,61
"(30, 40]","(10, 20]",4.0,0.0196078431372549,0.000196078431372549,61
"(30, 40]","(20, 30]",3.0,0.014705882352941176,0.00014705882352941175,61
"(30, 40]","(30, 40]",0.0,0.0,0.0,61
"(40, 50]","(-40, -30]",0.0,0.0,0.0,61
"(40, 50]","(-30, -20]",0.0,0.0,0.0,61
"(40, 50]","(-20, -10]",1.0,0.004901960784313725,4.901960784313725e-05,61
"(40, 50]","(-10, 0]",1.0,0.004901960784313725,4.901960784313725e-05,61
"(40, 50]","(0, 10]",2.0,0.00980392156862745,9.80392156862745e-05,61
"(40, 50]","(10, 20]",1.0,0.004901960784313725,4.901960784313725e-05,61
"(40, 50]","(20, 30]",3.0,0.014705882352941176,0.00014705882352941175,61
"(40, 50]","(30, 40]",0.0,0.0,0.0,61
"(50, 60]","(-40, -30]",0.0,0.0,0.0,61
"(50, 60]","(-30, -20]",0.0,0.0,0.0,61
"(50, 60]","(-20, -10]",0.0,0.0,0.0,61
"(50, 60]","(-10, 0]",0.0,0.0,0.0,61
"(50, 60]","(0, 10]",0.0,0.0,0.0,61
"(50, 60]","(10, 20]",0.0,0.0,0.0,61
"(50, 60]","(20, 30]",1.0,0.004901960784313725,4.901960784313725e-05,61
"(50, 60]","(30, 40]",0.0,0.0,0.0,61
"(60, 70]","(-40, -30]",0.0,0.0,0.0,61
"(60, 70]","(-30, -20]",0.0,0.0,0.0,61
"(60, 70]","(-20, -10]",0.0,0.0,0.0,61
"(60, 70]","(-10, 0]",2.0,0.00980392156862745,9.80392156862745e-05,61
"(60, 70]","(0, 10]",0.0,0.0,0.0,61
"(60, 70]","(10, 20]",0.0,0.0,0.0,61
"(60, 70]","(20, 30]",0.0,0.0,0.0,61
"(60, 70]","(30, 40]",0.0,0.0,0.0,61
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,62
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,62
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,62
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,62
"(-10, 0]","(0, 10]",0.0,0.0,0.0,62
"(-10, 0]","(10, 20]",0.0,0.0,0.0,62
"(-10, 0]","(20, 30]",0.0,0.0,0.0,62
"(-10, 0]","(30, 40]",0.0,0.0,0.0,62
"(0, 10]","(-40, -30]",0.0,0.0,0.0,62
"(0, 10]","(-30, -20]",0.0,0.0,0.0,62
"(0, 10]","(-20, -10]",6.0,0.02586206896551724,0.0002586206896551724,62
"(0, 10]","(-10, 0]",22.0,0.09482758620689655,0.0009482758620689654,62
"(0, 10]","(0, 10]",14.0,0.0603448275862069,0.000603448275862069,62
"(0, 10]","(10, 20]",5.0,0.021551724137931036,0.00021551724137931037,62
"(0, 10]","(20, 30]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(0, 10]","(30, 40]",0.0,0.0,0.0,62
"(10, 20]","(-40, -30]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(10, 20]","(-30, -20]",0.0,0.0,0.0,62
"(10, 20]","(-20, -10]",22.0,0.09482758620689655,0.0009482758620689654,62
"(10, 20]","(-10, 0]",30.0,0.12931034482758622,0.001293103448275862,62
"(10, 20]","(0, 10]",18.0,0.07758620689655173,0.0007758620689655173,62
"(10, 20]","(10, 20]",14.0,0.0603448275862069,0.000603448275862069,62
"(10, 20]","(20, 30]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(10, 20]","(30, 40]",0.0,0.0,0.0,62
"(20, 30]","(-40, -30]",0.0,0.0,0.0,62
"(20, 30]","(-30, -20]",4.0,0.017241379310344827,0.00017241379310344826,62
"(20, 30]","(-20, -10]",18.0,0.07758620689655173,0.0007758620689655173,62
"(20, 30]","(-10, 0]",19.0,0.08189655172413793,0.0008189655172413792,62
"(20, 30]","(0, 10]",8.0,0.034482758620689655,0.0003448275862068965,62
"(20, 30]","(10, 20]",3.0,0.01293103448275862,0.0001293103448275862,62
"(20, 30]","(20, 30]",3.0,0.01293103448275862,0.0001293103448275862,62
"(20, 30]","(30, 40]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(30, 40]","(-40, -30]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(30, 40]","(-30, -20]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(30, 40]","(-20, -10]",8.0,0.034482758620689655,0.0003448275862068965,62
"(30, 40]","(-10, 0]",6.0,0.02586206896551724,0.0002586206896551724,62
"(30, 40]","(0, 10]",3.0,0.01293103448275862,0.0001293103448275862,62
"(30, 40]","(10, 20]",5.0,0.021551724137931036,0.00021551724137931037,62
"(30, 40]","(20, 30]",3.0,0.01293103448275862,0.0001293103448275862,62
"(30, 40]","(30, 40]",0.0,0.0,0.0,62
"(40, 50]","(-40, -30]",0.0,0.0,0.0,62
"(40, 50]","(-30, -20]",0.0,0.0,0.0,62
"(40, 50]","(-20, -10]",2.0,0.008620689655172414,8.620689655172413e-05,62
"(40, 50]","(-10, 0]",2.0,0.008620689655172414,8.620689655172413e-05,62
"(40, 50]","(0, 10]",2.0,0.008620689655172414,8.620689655172413e-05,62
"(40, 50]","(10, 20]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(40, 50]","(20, 30]",3.0,0.01293103448275862,0.0001293103448275862,62
"(40, 50]","(30, 40]",0.0,0.0,0.0,62
"(50, 60]","(-40, -30]",0.0,0.0,0.0,62
"(50, 60]","(-30, -20]",0.0,0.0,0.0,62
"(50, 60]","(-20, -10]",0.0,0.0,0.0,62
"(50, 60]","(-10, 0]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(50, 60]","(0, 10]",0.0,0.0,0.0,62
"(50, 60]","(10, 20]",0.0,0.0,0.0,62
"(50, 60]","(20, 30]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(50, 60]","(30, 40]",0.0,0.0,0.0,62
"(60, 70]","(-40, -30]",0.0,0.0,0.0,62
"(60, 70]","(-30, -20]",0.0,0.0,0.0,62
"(60, 70]","(-20, -10]",1.0,0.004310344827586207,4.3103448275862066e-05,62
"(60, 70]","(-10, 0]",2.0,0.008620689655172414,8.620689655172413e-05,62
"(60, 70]","(0, 10]",0.0,0.0,0.0,62
"(60, 70]","(10, 20]",0.0,0.0,0.0,62
"(60, 70]","(20, 30]",0.0,0.0,0.0,62
"(60, 70]","(30, 40]",0.0,0.0,0.0,62
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,63
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,63
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,63
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,63
"(-10, 0]","(0, 10]",0.0,0.0,0.0,63
"(-10, 0]","(10, 20]",0.0,0.0,0.0,63
"(-10, 0]","(20, 30]",0.0,0.0,0.0,63
"(-10, 0]","(30, 40]",0.0,0.0,0.0,63
"(0, 10]","(-40, -30]",0.0,0.0,0.0,63
"(0, 10]","(-30, -20]",0.0,0.0,0.0,63
"(0, 10]","(-20, -10]",5.0,0.02358490566037736,0.00023584905660377361,63
"(0, 10]","(-10, 0]",18.0,0.08490566037735849,0.0008490566037735849,63
"(0, 10]","(0, 10]",9.0,0.04245283018867924,0.00042452830188679245,63
"(0, 10]","(10, 20]",4.0,0.018867924528301886,0.00018867924528301886,63
"(0, 10]","(20, 30]",1.0,0.0047169811320754715,4.7169811320754715e-05,63
"(0, 10]","(30, 40]",0.0,0.0,0.0,63
"(10, 20]","(-40, -30]",1.0,0.0047169811320754715,4.7169811320754715e-05,63
"(10, 20]","(-30, -20]",1.0,0.0047169811320754715,4.7169811320754715e-05,63
"(10, 20]","(-20, -10]",22.0,0.10377358490566038,0.0010377358490566038,63
"(10, 20]","(-10, 0]",30.0,0.14150943396226415,0.0014150943396226414,63
"(10, 20]","(0, 10]",17.0,0.08018867924528301,0.0008018867924528302,63
"(10, 20]","(10, 20]",8.0,0.03773584905660377,0.0003773584905660377,63
